pubid,gender97,ethnic97,hh18_97,psmoke97
5180,1,Non-Hispanic,2,4
5181,1,Non-Hispanic,2,2
5182,2,Non-Hispanic,2,3
5183,1,Non-Hispanic,2,2
5184,1,Non-Hispanic,1,2
5185,2,Non-Hispanic,3,1
5186,2,Non-Hispanic,2,2
5187,2,Non-Hispanic,2,1
5188,1,Non-Hispanic,3,1
5189,2,Non-Hispanic,3,3
5190,2,Non-Hispanic,3,4
5191,1,Non-Hispanic,3,4
5192,2,Non-Hispanic,3,3
5193,2,Non-Hispanic,1,1
5194,2,Non-Hispanic,2,2
5195,2,Non-Hispanic,2,2
5196,2,Non-Hispanic,1,3
5197,1,Non-Hispanic,2,1
5198,2,Non-Hispanic,2,1
5199,1,Non-Hispanic,2,2
5200,2,Non-Hispanic,2,.d
5201,1,Non-Hispanic,3,5
5202,2,Hispanic,1,3
5203,2,Non-Hispanic,1,2
5204,2,Non-Hispanic,2,1
5205,2,Non-Hispanic,3,2
5206,2,Non-Hispanic,1,1
5207,2,Non-Hispanic,2,3
5208,2,Non-Hispanic,2,4
5209,1,Non-Hispanic,2,2
5210,2,.b,2,4
5211,1,Non-Hispanic,1,2
5212,2,Non-Hispanic,3,4
5213,1,Non-Hispanic,3,1
5214,1,Non-Hispanic,3,4
5215,2,Non-Hispanic,1,3
5216,2,Non-Hispanic,3,4
5217,2,Non-Hispanic,3,4
5218,1,Non-Hispanic,3,1
5219,2,Non-Hispanic,4,2
5220,1,Non-Hispanic,4,1
5221,2,Non-Hispanic,3,1
5222,1,Non-Hispanic,2,3
5223,1,Non-Hispanic,2,1
5224,1,Non-Hispanic,3,3
5225,2,Non-Hispanic,2,2
5226,1,Non-Hispanic,1,3
5227,2,Non-Hispanic,2,4
5228,2,Non-Hispanic,2,3
5229,1,Non-Hispanic,2,2
5230,2,Non-Hispanic,2,1
5231,1,Non-Hispanic,2,2
5232,2,Hispanic,4,4
5233,2,Non-Hispanic,4,3
5234,1,Non-Hispanic,3,2
5235,1,Non-Hispanic,2,3
5236,2,Non-Hispanic,4,3
5237,2,Non-Hispanic,4,3
5238,1,Non-Hispanic,4,1
5239,2,Non-Hispanic,4,1
5240,1,Hispanic,1,5
5241,2,Non-Hispanic,1,2
5242,2,Non-Hispanic,1,5
5243,2,Non-Hispanic,1,3
5244,1,Non-Hispanic,4,4
5245,1,Non-Hispanic,4,4
5246,1,Non-Hispanic,2,1
5247,2,Non-Hispanic,3,1
5248,1,Non-Hispanic,2,3
5249,1,Non-Hispanic,2,2
5250,1,Non-Hispanic,2,3
5251,2,Non-Hispanic,2,4
5252,1,Non-Hispanic,2,4
5253,2,Non-Hispanic,1,4
5254,1,Non-Hispanic,2,1
5255,1,Non-Hispanic,4,2
5256,2,Non-Hispanic,1,1
5257,2,Non-Hispanic,1,5
5258,1,Non-Hispanic,3,3
5259,1,Non-Hispanic,8,4
5260,1,Non-Hispanic,8,2
5261,2,Non-Hispanic,8,3
5262,1,Non-Hispanic,3,2
5263,2,Non-Hispanic,3,3
5264,2,Non-Hispanic,1,5
5265,2,Non-Hispanic,2,3
5266,1,Non-Hispanic,2,1
5267,2,Non-Hispanic,2,3
5268,1,Non-Hispanic,2,1
5269,2,Non-Hispanic,2,3
5270,2,Non-Hispanic,1,5
5271,1,Non-Hispanic,2,3
5272,2,Non-Hispanic,1,4
5273,1,Non-Hispanic,1,3
5274,2,Non-Hispanic,2,3
5275,1,Non-Hispanic,1,2
5276,2,Non-Hispanic,2,3
5277,1,Non-Hispanic,2,4
5278,1,Non-Hispanic,2,5
5279,1,Non-Hispanic,2,2
5280,2,Non-Hispanic,2,2
5281,2,Non-Hispanic,3,3
5282,1,Non-Hispanic,3,1
5283,1,Non-Hispanic,1,4
5284,1,Non-Hispanic,3,5
5285,2,Non-Hispanic,3,5
5286,1,Non-Hispanic,3,3
5287,1,Non-Hispanic,4,4
5288,1,Non-Hispanic,4,4
5289,2,Non-Hispanic,1,2
5290,2,Non-Hispanic,5,4
5291,2,Non-Hispanic,5,5
5292,1,Non-Hispanic,2,2
5293,2,Non-Hispanic,1,4
5294,2,Non-Hispanic,2,3
5295,2,Non-Hispanic,3,2
5296,2,Non-Hispanic,3,3
5297,2,Non-Hispanic,3,3
5298,2,Non-Hispanic,3,1
5299,2,Non-Hispanic,3,1
5300,2,Non-Hispanic,3,5
5301,1,Non-Hispanic,3,2
5302,2,Non-Hispanic,1,2
5303,2,Hispanic,2,4
5304,2,Non-Hispanic,2,4
5305,1,Non-Hispanic,2,3
5306,1,Non-Hispanic,1,2
5307,2,Non-Hispanic,2,4
5308,1,Non-Hispanic,3,4
5309,1,Non-Hispanic,3,2
5310,2,Hispanic,2,3
5311,2,Non-Hispanic,2,4
5312,1,Non-Hispanic,2,1
5313,1,Non-Hispanic,1,3
5314,1,Non-Hispanic,1,4
5315,2,Non-Hispanic,4,3
5316,1,Non-Hispanic,2,1
5317,2,Non-Hispanic,2,4
5318,2,Hispanic,1,3
5319,2,Non-Hispanic,1,3
5320,2,Non-Hispanic,2,1
5321,1,Non-Hispanic,5,4
5322,1,Non-Hispanic,5,3
5323,1,Non-Hispanic,1,5
5324,2,Non-Hispanic,3,5
5325,1,Non-Hispanic,3,5
5326,2,Non-Hispanic,2,1
5327,1,Non-Hispanic,3,1
5328,2,Non-Hispanic,2,1
5329,1,Non-Hispanic,1,3
5330,1,Non-Hispanic,1,3
5331,1,Non-Hispanic,4,2
5332,1,Non-Hispanic,3,4
5333,2,Non-Hispanic,3,1
5334,2,Non-Hispanic,3,1
5335,2,Non-Hispanic,1,2
5336,1,Non-Hispanic,2,2
5337,1,Non-Hispanic,2,3
5338,2,Non-Hispanic,3,2
5339,1,Non-Hispanic,3,1
5340,2,Non-Hispanic,3,4
5341,1,Non-Hispanic,2,1
5342,1,Non-Hispanic,4,2
5343,2,Non-Hispanic,4,2
5344,2,Non-Hispanic,1,3
5345,1,Non-Hispanic,2,2
5346,2,Non-Hispanic,2,2
5347,1,Non-Hispanic,2,1
5348,1,Non-Hispanic,2,1
5349,1,Non-Hispanic,3,4
5350,1,Non-Hispanic,3,1
5351,2,Non-Hispanic,1,3
5352,1,Non-Hispanic,1,3
5353,1,Non-Hispanic,3,1
5354,1,Non-Hispanic,3,1
5355,1,Non-Hispanic,2,2
5356,1,Non-Hispanic,2,1
5357,1,Non-Hispanic,2,1
5358,2,Non-Hispanic,2,1
5359,2,Non-Hispanic,3,5
5360,1,Non-Hispanic,3,1
5361,2,Non-Hispanic,3,1
5362,1,Non-Hispanic,3,1
5363,1,Non-Hispanic,1,3
5364,1,Non-Hispanic,1,1
5365,2,Non-Hispanic,1,1
5366,1,Non-Hispanic,4,1
5367,2,Non-Hispanic,2,4
5368,1,Non-Hispanic,1,1
5369,2,Non-Hispanic,2,1
5370,1,Non-Hispanic,1,3
5371,1,Non-Hispanic,2,3
5372,2,Non-Hispanic,1,3
5373,1,Non-Hispanic,2,1
5374,1,Non-Hispanic,3,1
5375,1,Non-Hispanic,1,3
5376,1,Non-Hispanic,4,1
5377,1,Non-Hispanic,7,2
5378,2,Non-Hispanic,4,1
5379,1,Non-Hispanic,2,3
5380,1,Non-Hispanic,1,4
5381,2,Non-Hispanic,2,2
5382,2,Non-Hispanic,3,2
5383,1,Non-Hispanic,2,4
5384,1,Non-Hispanic,2,2
5385,1,Non-Hispanic,1,3
5386,2,Non-Hispanic,1,3
5387,2,Non-Hispanic,2,4
5388,2,Non-Hispanic,2,1
5389,2,Non-Hispanic,1,4
5390,2,Non-Hispanic,2,3
5391,1,Non-Hispanic,3,2
5392,2,Non-Hispanic,3,1
5393,1,Non-Hispanic,3,3
5394,2,Non-Hispanic,3,3
5395,1,Non-Hispanic,2,1
5396,1,Hispanic,2,5
5397,2,Hispanic,2,4
5398,2,Non-Hispanic,2,1
5399,2,Non-Hispanic,1,4
5400,1,Non-Hispanic,3,5
5401,2,Non-Hispanic,3,2
5402,2,Non-Hispanic,3,1
5403,2,Non-Hispanic,2,4
5404,2,Non-Hispanic,2,3
5405,2,Non-Hispanic,1,2
5406,1,Non-Hispanic,2,1
5407,1,Non-Hispanic,2,1
5408,1,Non-Hispanic,3,2
5409,1,Non-Hispanic,3,2
5410,2,Non-Hispanic,3,1
5411,2,Non-Hispanic,2,1
5412,2,Non-Hispanic,1,1
5413,2,Non-Hispanic,4,1
5414,2,Non-Hispanic,4,4
5415,1,Non-Hispanic,4,1
5416,2,Non-Hispanic,9,2
5417,1,Non-Hispanic,1,2
5418,2,Non-Hispanic,1,4
5419,2,Non-Hispanic,1,4
5420,1,Non-Hispanic,2,2
5421,2,Non-Hispanic,2,3
5422,2,Non-Hispanic,2,3
5423,1,Hispanic,2,3
5424,2,Hispanic,2,3
5425,2,Non-Hispanic,2,3
5426,1,Non-Hispanic,2,1
5427,1,Non-Hispanic,2,3
5428,1,Non-Hispanic,2,1
5429,1,Non-Hispanic,3,5
5430,2,Non-Hispanic,3,2
5431,1,Non-Hispanic,2,1
5432,2,Non-Hispanic,2,1
5433,1,Non-Hispanic,2,3
5434,1,Non-Hispanic,2,4
5435,1,Non-Hispanic,2,5
5436,1,Non-Hispanic,2,3
5437,1,Non-Hispanic,2,2
5438,1,Non-Hispanic,2,1
5439,1,Non-Hispanic,2,3
5440,1,Non-Hispanic,2,1
5441,1,Non-Hispanic,3,4
5442,1,Non-Hispanic,3,2
5443,1,Non-Hispanic,3,3
5444,2,Non-Hispanic,3,2
5445,1,Non-Hispanic,2,2
5446,2,Non-Hispanic,2,4
5447,1,Non-Hispanic,2,1
5448,2,Non-Hispanic,2,3
5449,1,Non-Hispanic,2,2
5450,1,Non-Hispanic,1,4
5451,2,Non-Hispanic,3,4
5452,2,Non-Hispanic,3,3
5453,1,Non-Hispanic,2,1
5454,2,Non-Hispanic,3,2
5455,1,Hispanic,2,5
5456,2,Hispanic,2,5
5457,2,Non-Hispanic,2,2
5458,1,Non-Hispanic,2,1
5459,1,Non-Hispanic,3,4
5460,2,Non-Hispanic,3,3
5461,1,Hispanic,2,4
5462,1,Non-Hispanic,2,1
5463,2,Non-Hispanic,2,4
5464,1,Non-Hispanic,1,2
5465,2,Non-Hispanic,3,4
5466,2,Non-Hispanic,3,3
5467,2,Non-Hispanic,3,5
5468,2,Non-Hispanic,2,3
5469,2,Non-Hispanic,2,3
5470,2,Non-Hispanic,1,3
5471,1,Hispanic,2,5
5472,2,Hispanic,2,4
5473,2,Non-Hispanic,1,4
5474,1,Non-Hispanic,1,1
5475,2,Non-Hispanic,2,2
5476,2,Non-Hispanic,2,5
5477,2,Non-Hispanic,2,2
5478,2,Non-Hispanic,2,1
5479,2,Non-Hispanic,1,5
5480,2,Non-Hispanic,4,1
5481,1,Non-Hispanic,3,3
5482,2,Non-Hispanic,3,3
5483,1,Non-Hispanic,3,1
5484,1,Non-Hispanic,2,2
5485,2,Non-Hispanic,2,2
5486,1,Non-Hispanic,1,1
5487,2,Non-Hispanic,1,3
5488,1,Non-Hispanic,2,2
5489,2,Non-Hispanic,2,1
5490,2,Non-Hispanic,3,5
5491,1,Non-Hispanic,2,2
5492,1,Non-Hispanic,1,2
5493,2,Non-Hispanic,2,4
5494,1,Non-Hispanic,2,4
5495,2,Non-Hispanic,2,5
5496,2,Non-Hispanic,1,4
5497,1,Non-Hispanic,1,4
5498,2,Non-Hispanic,4,4
5499,1,Non-Hispanic,4,1
5500,1,Non-Hispanic,3,2
5501,2,Non-Hispanic,2,5
5502,1,Non-Hispanic,4,2
5503,2,Non-Hispanic,4,2
5504,2,Non-Hispanic,4,2
5505,2,Non-Hispanic,1,4
5506,2,Non-Hispanic,3,2
5507,2,Non-Hispanic,3,1
5508,2,Non-Hispanic,3,3
5509,1,Non-Hispanic,2,2
5510,1,Non-Hispanic,2,1
5511,1,Non-Hispanic,1,2
5512,1,Non-Hispanic,1,3
5513,2,Non-Hispanic,2,2
5514,2,Non-Hispanic,2,1
5515,1,Non-Hispanic,2,1
5516,1,Non-Hispanic,2,1
5517,1,Non-Hispanic,3,5
5518,1,Non-Hispanic,3,4
5519,1,Non-Hispanic,3,4
5520,1,Non-Hispanic,2,2
5521,1,Hispanic,6,1
5522,1,Non-Hispanic,2,5
5523,1,Non-Hispanic,2,2
5524,1,Non-Hispanic,2,1
5525,1,Non-Hispanic,2,2
5526,2,Non-Hispanic,2,1
5527,2,Hispanic,1,4
5528,2,Non-Hispanic,2,5
5529,1,Non-Hispanic,2,2
5530,2,Non-Hispanic,3,2
5531,2,Non-Hispanic,2,4
5532,1,Non-Hispanic,2,5
5533,1,Non-Hispanic,3,2
5534,2,Non-Hispanic,1,2
5535,2,Non-Hispanic,3,3
5536,1,Hispanic,3,3
5537,1,Hispanic,3,1
5538,1,Non-Hispanic,1,2
5539,1,Non-Hispanic,2,1
5540,2,Non-Hispanic,2,1
5541,1,Non-Hispanic,2,2
5542,1,Non-Hispanic,2,1
5543,2,Non-Hispanic,1,1
5544,2,Non-Hispanic,2,1
5545,1,Non-Hispanic,2,3
5546,1,Non-Hispanic,1,2
5547,1,Non-Hispanic,3,3
5548,2,Non-Hispanic,4,5
5549,1,Non-Hispanic,4,5
5550,1,Non-Hispanic,4,3
5551,2,Non-Hispanic,3,1
5552,1,Non-Hispanic,3,3
5553,1,Non-Hispanic,3,3
5554,1,Non-Hispanic,1,1
5555,1,Non-Hispanic,2,5
5556,1,Non-Hispanic,2,4
5557,1,Non-Hispanic,2,3
5558,2,Non-Hispanic,1,2
5560,2,Non-Hispanic,3,5
5561,1,Non-Hispanic,1,4
5562,2,Non-Hispanic,2,.b
5563,2,Non-Hispanic,4,4
5564,2,Non-Hispanic,4,3
5565,2,Non-Hispanic,4,5
5566,1,Non-Hispanic,2,1
5567,2,Non-Hispanic,3,1
5568,1,Non-Hispanic,3,1
5569,1,Non-Hispanic,3,4
5570,2,Non-Hispanic,1,1
5571,2,Non-Hispanic,1,3
5572,2,Non-Hispanic,1,4
5573,2,Non-Hispanic,4,4
5574,1,Non-Hispanic,4,1
5575,2,Non-Hispanic,4,1
5576,2,Non-Hispanic,1,1
5577,1,Non-Hispanic,2,4
5578,2,Non-Hispanic,2,2
5579,1,Non-Hispanic,1,1
5580,2,Non-Hispanic,2,2
5581,1,Non-Hispanic,1,3
5582,1,Non-Hispanic,1,.b
5583,2,Non-Hispanic,2,2
5584,2,Non-Hispanic,2,1
5585,2,Non-Hispanic,1,3
5586,1,Non-Hispanic,1,3
5587,2,Non-Hispanic,2,2
5588,1,Non-Hispanic,1,3
5589,2,Non-Hispanic,1,2
5590,2,Non-Hispanic,1,3
5591,1,Non-Hispanic,1,1
5592,1,Non-Hispanic,1,3
5593,1,Non-Hispanic,2,2
5594,2,Non-Hispanic,2,1
5595,1,Non-Hispanic,2,2
5596,1,Non-Hispanic,2,4
5597,2,Non-Hispanic,2,3
5598,1,Non-Hispanic,2,1
5599,1,Non-Hispanic,4,1
5600,1,Non-Hispanic,4,1
5601,2,Non-Hispanic,1,4
5602,1,Non-Hispanic,3,3
5603,2,Non-Hispanic,2,2
5604,1,Non-Hispanic,2,1
5605,1,Non-Hispanic,1,1
5606,2,Non-Hispanic,3,1
5607,1,Non-Hispanic,2,1
5608,2,Non-Hispanic,2,3
5609,1,Non-Hispanic,1,5
5610,2,Non-Hispanic,1,1
5611,1,Non-Hispanic,2,2
5612,1,Non-Hispanic,2,3
5613,2,Non-Hispanic,3,3
5614,1,Non-Hispanic,2,2
5615,2,Non-Hispanic,1,2
5616,2,Non-Hispanic,2,2
5617,1,Non-Hispanic,2,2
5618,2,Non-Hispanic,1,2
5619,1,Non-Hispanic,1,3
5620,2,Non-Hispanic,1,.b
5621,2,Non-Hispanic,2,3
5622,2,Non-Hispanic,2,3
5623,2,Non-Hispanic,1,5
5624,2,Non-Hispanic,3,3
5625,2,Non-Hispanic,3,5
5626,1,Non-Hispanic,3,2
5627,1,Non-Hispanic,4,5
5628,2,Non-Hispanic,2,4
5629,1,Non-Hispanic,1,4
5630,1,Non-Hispanic,1,4
5631,1,Non-Hispanic,1,1
5632,2,Non-Hispanic,3,1
5633,2,Non-Hispanic,3,4
5634,2,Non-Hispanic,3,3
5635,1,Non-Hispanic,1,3
5636,1,Non-Hispanic,1,3
5637,2,Non-Hispanic,4,4
5638,2,Non-Hispanic,4,2
5639,1,Non-Hispanic,4,2
5640,1,Non-Hispanic,4,2
5641,2,Non-Hispanic,2,4
5642,2,Non-Hispanic,1,3
5643,1,Non-Hispanic,1,2
5644,2,Non-Hispanic,2,5
5645,2,Non-Hispanic,2,3
5646,2,Non-Hispanic,1,2
5647,2,Non-Hispanic,1,5
5648,2,Non-Hispanic,3,4
5649,2,Non-Hispanic,3,2
5650,1,Non-Hispanic,3,1
5651,1,Hispanic,2,4
5652,1,Hispanic,2,3
5653,2,Non-Hispanic,1,3
5654,1,Non-Hispanic,1,2
5655,2,Non-Hispanic,1,2
5656,2,Non-Hispanic,2,3
5657,1,Non-Hispanic,2,3
5658,1,Non-Hispanic,3,2
5659,2,Non-Hispanic,3,1
5660,1,Non-Hispanic,2,2
5661,2,Non-Hispanic,1,1
5662,2,Non-Hispanic,2,2
5663,2,Non-Hispanic,4,3
5664,2,Non-Hispanic,4,3
5665,2,Non-Hispanic,2,4
5666,1,Non-Hispanic,1,5
5667,2,Non-Hispanic,3,3
5668,2,Non-Hispanic,3,2
5669,1,Non-Hispanic,2,2
5670,1,Non-Hispanic,2,1
5671,1,Non-Hispanic,2,1
5672,2,Non-Hispanic,6,1
5673,1,Hispanic,2,3
5674,2,Non-Hispanic,2,1
5675,1,Non-Hispanic,2,2
5676,1,Non-Hispanic,1,4
5677,2,Non-Hispanic,4,2
5678,1,Non-Hispanic,2,2
5679,2,Non-Hispanic,2,3
5680,1,Non-Hispanic,2,3
5681,2,Non-Hispanic,2,1
5682,1,Non-Hispanic,2,3
5683,2,Non-Hispanic,2,1
5684,2,Non-Hispanic,3,4
5685,2,Non-Hispanic,3,5
5686,2,Non-Hispanic,3,2
5687,1,Non-Hispanic,1,3
5688,2,Non-Hispanic,4,3
5689,1,Non-Hispanic,6,4
5690,2,Non-Hispanic,6,5
5691,2,Non-Hispanic,1,1
5692,1,Non-Hispanic,3,3
5693,1,Non-Hispanic,3,2
5694,2,Non-Hispanic,3,1
5695,2,Non-Hispanic,1,3
5696,1,Non-Hispanic,1,2
5697,2,Non-Hispanic,2,4
5698,1,Non-Hispanic,2,3
5699,1,Non-Hispanic,2,4
5700,2,Non-Hispanic,2,2
5701,1,Non-Hispanic,3,1
5702,2,Non-Hispanic,2,1
5703,1,Non-Hispanic,1,1
5704,1,Non-Hispanic,1,2
5705,2,Non-Hispanic,3,3
5706,2,Non-Hispanic,3,3
5707,2,Non-Hispanic,4,2
5708,2,Non-Hispanic,1,1
5709,1,Non-Hispanic,1,3
5710,2,Non-Hispanic,2,2
5711,2,Non-Hispanic,1,3
5712,2,Non-Hispanic,2,3
5713,1,Non-Hispanic,3,1
5714,2,Non-Hispanic,3,1
5715,1,Non-Hispanic,3,3
5716,1,Non-Hispanic,2,3
5717,2,Non-Hispanic,1,4
5718,2,Non-Hispanic,1,5
5719,2,Non-Hispanic,1,2
5720,2,Non-Hispanic,4,1
5721,1,Non-Hispanic,1,2
5722,2,Non-Hispanic,1,3
5723,1,Non-Hispanic,1,1
5724,1,Non-Hispanic,2,2
5725,2,Non-Hispanic,2,1
5726,1,Non-Hispanic,3,2
5727,2,Non-Hispanic,3,1
5728,2,Non-Hispanic,1,1
5729,1,Non-Hispanic,2,4
5730,1,Hispanic,2,5
5731,1,Non-Hispanic,1,2
5732,2,Non-Hispanic,4,1
5733,2,Non-Hispanic,2,3
5734,1,Non-Hispanic,2,1
5735,2,Non-Hispanic,1,5
5736,1,Non-Hispanic,2,1
5737,1,Non-Hispanic,5,3
5738,2,Non-Hispanic,1,3
5739,2,Non-Hispanic,3,3
5740,2,Non-Hispanic,1,.b
5741,2,Non-Hispanic,3,3
5742,1,Non-Hispanic,2,3
5743,1,Non-Hispanic,2,3
5744,1,Non-Hispanic,2,3
5745,2,Non-Hispanic,2,4
5746,1,Non-Hispanic,2,1
5747,1,Non-Hispanic,2,4
5748,2,Non-Hispanic,2,3
5749,1,Non-Hispanic,3,1
5750,1,Non-Hispanic,1,4
5751,1,Non-Hispanic,2,2
5752,2,Hispanic,3,2
5753,2,Non-Hispanic,2,1
5754,1,Non-Hispanic,1,1
5755,1,Non-Hispanic,1,3
5756,1,Non-Hispanic,1,4
5757,2,Non-Hispanic,2,3
5758,1,Non-Hispanic,2,3
5759,1,Non-Hispanic,2,1
5760,1,Non-Hispanic,2,4
5761,2,Non-Hispanic,2,5
5762,2,Non-Hispanic,1,2
5763,2,Non-Hispanic,5,2
5764,2,Non-Hispanic,5,1
5765,1,Non-Hispanic,2,3
5766,1,Non-Hispanic,2,1
5767,2,Non-Hispanic,1,2
5768,2,Non-Hispanic,2,1
5769,1,Non-Hispanic,3,1
5770,2,Non-Hispanic,3,.b
5771,1,Non-Hispanic,2,4
5772,2,Non-Hispanic,2,2
5773,2,Non-Hispanic,1,2
5774,1,Non-Hispanic,3,2
5775,2,Non-Hispanic,3,5
5776,1,Non-Hispanic,3,4
5777,1,Non-Hispanic,2,1
5778,2,Non-Hispanic,2,1
5779,1,Non-Hispanic,3,2
5780,1,Non-Hispanic,1,1
5781,1,Non-Hispanic,2,5
5782,1,Non-Hispanic,2,2
5783,2,Non-Hispanic,2,3
5784,1,Non-Hispanic,2,4
5785,2,Non-Hispanic,1,4
5786,1,Non-Hispanic,2,2
5787,2,Non-Hispanic,4,.b
5788,2,Non-Hispanic,4,2
5789,1,Non-Hispanic,1,5
5790,1,Non-Hispanic,2,5
5791,1,Non-Hispanic,2,5
5792,2,Non-Hispanic,2,3
5793,1,Non-Hispanic,1,3
5794,1,Non-Hispanic,4,2
5795,1,Non-Hispanic,2,4
5796,2,Non-Hispanic,2,2
5797,2,Non-Hispanic,1,5
5798,1,Non-Hispanic,2,3
5799,2,Non-Hispanic,4,.b
5800,2,Non-Hispanic,4,3
5801,2,Non-Hispanic,4,2
5802,1,Non-Hispanic,1,2
5803,2,Non-Hispanic,3,5
5804,1,Non-Hispanic,1,4
5805,1,Non-Hispanic,2,3
5806,1,Non-Hispanic,1,2
5807,2,Non-Hispanic,2,3
5808,2,Non-Hispanic,3,3
5809,1,Non-Hispanic,3,3
5810,2,Non-Hispanic,1,3
5811,2,Non-Hispanic,2,5
5813,1,Non-Hispanic,2,2
5814,2,Non-Hispanic,3,1
5815,1,Non-Hispanic,3,5
5816,1,Non-Hispanic,3,2
5817,1,Non-Hispanic,3,1
5818,2,Non-Hispanic,2,3
5819,2,Non-Hispanic,3,4
5820,2,Non-Hispanic,3,1
5821,1,Non-Hispanic,5,5
5822,2,Non-Hispanic,5,5
5823,1,Non-Hispanic,5,1
5824,2,Non-Hispanic,6,2
5825,1,Non-Hispanic,6,1
5826,2,Non-Hispanic,4,1
5827,2,Non-Hispanic,3,2
5828,1,Non-Hispanic,3,2
5829,1,Non-Hispanic,3,3
5830,2,Non-Hispanic,2,3
5831,1,Non-Hispanic,2,4
5832,2,Non-Hispanic,2,4
5833,1,Non-Hispanic,2,2
5834,2,Non-Hispanic,1,1
5835,1,Non-Hispanic,4,5
5836,2,Non-Hispanic,2,2
5837,1,Non-Hispanic,2,1
5838,1,Non-Hispanic,2,2
5839,2,Non-Hispanic,2,4
5840,2,Non-Hispanic,1,5
5841,1,Non-Hispanic,2,3
5842,1,Non-Hispanic,5,1
5843,2,Non-Hispanic,2,1
5844,2,Non-Hispanic,2,3
5845,2,Non-Hispanic,1,1
5846,2,Non-Hispanic,2,1
5847,1,Non-Hispanic,5,5
5848,1,Non-Hispanic,5,5
5849,1,Non-Hispanic,5,1
5850,1,Non-Hispanic,5,5
5851,2,Non-Hispanic,1,5
5852,1,Non-Hispanic,3,2
5853,2,Non-Hispanic,4,2
5854,2,Non-Hispanic,4,1
5855,2,Non-Hispanic,4,4
5856,2,Non-Hispanic,3,3
5857,1,Non-Hispanic,3,1
5858,2,Non-Hispanic,2,2
5859,2,Non-Hispanic,2,3
5860,2,Non-Hispanic,1,3
5861,1,Non-Hispanic,4,2
5862,1,Non-Hispanic,3,5
5863,2,Non-Hispanic,3,2
5864,2,Non-Hispanic,1,3
5865,2,Non-Hispanic,2,3
5866,1,Non-Hispanic,2,2
5867,1,Non-Hispanic,1,1
5868,1,Non-Hispanic,2,1
5869,1,Non-Hispanic,1,5
5870,2,Non-Hispanic,1,4
5871,2,Non-Hispanic,2,1
5872,1,Non-Hispanic,4,5
5873,2,Non-Hispanic,2,4
5874,1,Non-Hispanic,2,4
5875,2,Non-Hispanic,1,4
5876,1,Non-Hispanic,3,1
5877,2,Non-Hispanic,2,4
5878,2,Non-Hispanic,3,3
5879,2,Non-Hispanic,3,3
5880,2,Non-Hispanic,2,1
5881,2,Non-Hispanic,2,1
5882,1,Non-Hispanic,1,3
5883,1,Non-Hispanic,2,3
5884,2,Non-Hispanic,4,4
5885,2,Non-Hispanic,4,4
5886,2,Non-Hispanic,4,4
5887,1,Non-Hispanic,2,1
5888,2,Non-Hispanic,1,5
5889,2,Hispanic,1,5
5890,2,Non-Hispanic,3,3
5891,2,Non-Hispanic,3,3
5892,2,Non-Hispanic,4,1
5893,2,Non-Hispanic,4,1
5894,1,Hispanic,2,2
5895,2,Hispanic,2,1
5896,1,Non-Hispanic,2,2
5897,2,Non-Hispanic,3,1
5898,2,Non-Hispanic,1,1
5899,1,Non-Hispanic,3,3
5900,2,Non-Hispanic,3,4
5901,2,Non-Hispanic,3,2
5902,2,Non-Hispanic,3,2
5903,1,Non-Hispanic,2,2
5904,2,Non-Hispanic,2,2
5905,2,Non-Hispanic,1,4
5906,1,Non-Hispanic,3,2
5907,1,Non-Hispanic,3,3
5908,1,Non-Hispanic,2,4
5909,2,Non-Hispanic,2,2
5910,2,Non-Hispanic,2,3
5911,2,Non-Hispanic,2,2
5912,2,Non-Hispanic,2,3
5913,1,Non-Hispanic,1,5
5914,2,Non-Hispanic,2,1
5915,2,Non-Hispanic,2,3
5916,2,Non-Hispanic,2,3
5917,2,Non-Hispanic,1,4
5918,1,Non-Hispanic,4,3
5919,2,Non-Hispanic,3,1
5920,1,Non-Hispanic,3,1
5921,1,Non-Hispanic,1,5
5922,1,Non-Hispanic,2,3
5923,1,Non-Hispanic,2,3
5924,1,Non-Hispanic,2,3
5925,2,Non-Hispanic,2,3
5926,1,Non-Hispanic,1,3
5927,1,Non-Hispanic,1,1
5928,2,Non-Hispanic,5,4
5929,2,Non-Hispanic,5,3
5930,2,Non-Hispanic,1,4
5931,1,Non-Hispanic,1,1
5932,1,Non-Hispanic,1,4
5933,2,Non-Hispanic,2,5
5934,2,Non-Hispanic,2,3
5935,1,Non-Hispanic,1,3
5936,1,Non-Hispanic,2,2
5937,2,Non-Hispanic,2,3
5938,2,Non-Hispanic,1,2
5939,2,Non-Hispanic,3,3
5940,1,Non-Hispanic,6,3
5941,1,Non-Hispanic,3,3
5942,2,Non-Hispanic,3,2
5943,2,Non-Hispanic,1,1
5944,2,Non-Hispanic,2,1
5945,2,Non-Hispanic,3,3
5946,2,Non-Hispanic,3,2
5947,1,Non-Hispanic,3,2
5948,1,Non-Hispanic,3,1
5949,2,Non-Hispanic,2,3
5950,1,Non-Hispanic,2,3
5951,2,Non-Hispanic,1,2
5952,1,Non-Hispanic,3,4
5953,1,Non-Hispanic,2,3
5954,1,Non-Hispanic,2,3
5955,2,Non-Hispanic,4,4
5956,1,Non-Hispanic,4,4
5957,2,Non-Hispanic,1,4
5958,2,Non-Hispanic,3,3
5959,1,Non-Hispanic,2,1
5960,2,Non-Hispanic,4,5
5961,1,Non-Hispanic,4,1
