id,hrs1,wrkslf,age,educ,paeduc,maeduc,sex,polviews,sei,pasei,masei
1746,43,someone else,51,20,14,16,male,,46.700001,37.200001,73.199997
1747,16,self-employed,36,17,,20,male,slightly liberal,28.4,,97.199997
1748,,someone else,22,14,16,0,female,liberal,69.199997,63.5,26.700001
1749,89,someone else,26,15,,16,female,moderate,73.199997,,36.5
1750,,someone else,25,18,16,16,female,,29.299999,53.900002,80.300003
1751,14,someone else,52,12,8,12,male,,29.799999,33.900002,29
1752,50,someone else,46,15,,14,female,,63.5,,76.400002
1753,40,self-employed,61,14,,10,female,moderate,64.099998,,32.400002
1754,40,someone else,25,16,,16,female,,53.299999,,60.299999
1755,,someone else,73,10,12,12,male,,27.700001,49.900002,
1756,45,someone else,27,19,15,12,male,conservative,86.5,63.5,39.599998
1757,,someone else,33,12,,0,female,moderate,29.299999,,
1758,40,someone else,39,11,,12,female,,33.099998,,29.299999
1759,40,someone else,41,8,,,female,,36.200001,,
1760,,someone else,24,14,,14,male,liberal,38.900002,,71.199997
1761,,someone else,54,15,,8,female,,54.200001,,22.5
1762,,someone else,27,12,,12,female,,53.299999,,38.400002
1763,37,someone else,44,12,12,12,female,moderate,29.299999,54.200001,
1764,,someone else,62,12,,12,female,,37.700001,,22.9
1765,45,self-employed,35,12,9,12,male,moderate,63.5,31.5,28.4
1766,,someone else,20,13,14,14,male,,26.5,27.700001,73.199997
1767,40,someone else,23,17,11,12,female,,80.300003,32.299999,32.400002
1768,35,someone else,39,9,,,male,,34.200001,29.5,
1769,89,someone else,50,16,14,12,female,moderate,85.099998,59.099998,38.900002
1770,41,someone else,32,12,12,10,female,moderate,37.700001,31.5,32.400002
1771,54,someone else,44,12,12,12,male,moderate,63.5,34.299999,38.400002
1772,16,someone else,65,12,12,8,female,,27.200001,37.299999,38.900002
1773,,someone else,66,10,3,3,male,extrmly conservative,28.4,37.299999,
1774,40,someone else,38,19,8,8,female,,78.5,34.299999,29.299999
1775,55,someone else,54,20,,,male,slghtly conservative,36.400002,76.400002,
1776,,someone else,44,12,9,8,female,moderate,62.5,31.5,
1777,45,someone else,61,15,10,12,male,moderate,87.900002,49.299999,
1778,60,someone else,48,19,14,12,female,,78.5,63.5,
1779,40,someone else,46,16,18,12,female,,73.199997,64.099998,38.400002
1780,40,someone else,23,16,16,12,male,moderate,86.5,72,50.700001
1781,55,someone else,24,16,12,16,male,,50.700001,62.5,73.199997
1782,37,someone else,37,14,13,8,female,,57.099998,63.5,
1783,,someone else,63,12,11,8,female,,36.5,37.299999,
1784,,someone else,43,18,14,15,female,,62.5,63.5,
1785,45,someone else,37,16,12,,male,moderate,92.800003,38.900002,
1786,40,someone else,61,16,,16,female,moderate,74.400002,,38.400002
1787,45,someone else,45,18,20,12,female,,63.5,86.599998,38.400002
1788,22,someone else,43,14,12,14,female,,64.099998,66.099998,35.200001
1789,89,someone else,51,16,12,12,male,conservative,59.299999,,38.400002
1790,,someone else,45,13,,,female,slghtly conservative,38.400002,,
1791,,self-employed,46,20,12,12,male,moderate,60.5,36.5,38.900002
1792,30,self-employed,56,16,9,12,male,,76.400002,48.5,75.199997
1793,55,someone else,43,16,9,12,female,,64.099998,36.400002,36.900002
1794,,someone else,73,16,,10,male,slghtly conservative,78,,
1795,20,someone else,46,12,11,16,female,,37.5,52.400002,73.199997
1796,37,someone else,51,14,8,5,female,,51.900002,38,17.1
1797,,someone else,44,12,12,14,male,moderate,60.5,63.5,
1798,50,someone else,50,16,12,12,male,slghtly conservative,80.300003,48.5,26.4
1799,84,someone else,48,13,12,14,male,,37.200001,50.700001,
1800,48,self-employed,24,10,14,,male,,31.4,,
1801,,someone else,52,14,16,12,female,slightly liberal,63.5,54.700001,63.5
1802,,someone else,43,16,16,12,female,slightly liberal,,48.5,30.700001
1803,48,someone else,38,15,,15,male,,45.700001,,50.700001
1804,,someone else,65,18,8,8,female,moderate,85.699997,46,38.900002
1805,55,someone else,33,16,12,12,male,conservative,64.099998,63.5,
1806,40,someone else,57,17,12,12,female,slightly liberal,79.800003,73.599998,38.400002
1807,40,someone else,33,14,12,12,male,slghtly conservative,54.5,63.5,36.900002
1808,20,someone else,24,14,,,male,,,,
1809,40,self-employed,52,18,13,12,female,,81,73.599998,
1810,30,someone else,32,16,12,12,female,slghtly conservative,69.199997,35.400002,38.400002
1811,,someone else,84,16,,12,male,,86,,75.199997
1812,,someone else,74,12,8,12,female,,29.299999,64.099998,17.1
1813,5,someone else,71,13,13,10,female,slightly liberal,56.5,50.700001,
1814,,someone else,81,18,8,8,female,extremely liberal,78.5,65.800003,
1815,42,someone else,28,16,12,12,female,,73.800003,34.200001,37.700001
1816,40,someone else,41,13,,,female,,33.900002,,
1817,70,self-employed,53,14,13,12,male,,63.5,63.5,50.700001
1818,45,someone else,44,13,0,,male,,35.099998,20.1,
1819,,someone else,44,18,,12,female,moderate,61.900002,,38.400002
1820,24,someone else,54,16,16,12,female,,78.5,63.5,
1821,60,self-employed,56,12,12,12,male,moderate,63.5,33.900002,
1822,,someone else,76,16,6,13,male,conservative,63.5,63.5,
1823,50,someone else,43,16,12,13,male,,73.300003,,50.700001
1824,60,someone else,49,16,16,16,male,,82.699997,73.300003,37.700001
1825,55,someone else,42,19,18,12,male,moderate,63.5,86.800003,
1826,,someone else,45,16,15,12,female,,76.400002,63.5,
1827,25,self-employed,49,15,11,13,female,,60.599998,37.299999,63.5
1828,35,someone else,49,14,16,12,female,extrmly conservative,58.299999,,38
1829,45,someone else,39,16,12,15,female,slghtly conservative,64.099998,,38.400002
1830,,someone else,53,18,13,12,female,,68.099998,63.5,30.700001
1831,32,someone else,64,15,,,female,,73.199997,,
1832,12,someone else,43,14,,10,male,,34.799999,,37
1833,24,someone else,22,14,16,12,female,,68.099998,63.5,27.5
1834,40,someone else,38,10,12,20,female,moderate,68.099998,65.800003,78.800003
1835,,someone else,64,16,,6,male,conservative,63.5,,
1836,55,someone else,27,18,,12,female,,51.900002,,50.700001
1837,40,self-employed,39,12,14,10,female,,37.299999,29.4,
1838,60,self-employed,60,16,8,12,male,conservative,50.700001,32.299999,37
1839,40,someone else,69,15,6,8,female,moderate,73.199997,37.299999,
1840,40,someone else,31,16,16,12,female,,76.400002,76.300003,33.099998
1841,45,self-employed,36,12,,13,male,,38.700001,,39.599998
1842,40,someone else,24,14,,13,male,,29.200001,,27.700001
1843,48,someone else,52,15,,15,male,,52.400002,,
1844,20,someone else,53,11,8,5,male,slightly liberal,36.5,24.200001,
1845,40,someone else,52,13,9,10,female,extrmly conservative,37.700001,28.6,20.1
1846,40,someone else,51,12,8,6,female,,63.5,37.299999,26.5
1847,,someone else,53,8,,8,female,liberal,33.099998,,22.5
1848,47,someone else,25,12,,15,female,extrmly conservative,33.099998,,31.5
1849,40,someone else,32,12,12,,male,moderate,29.200001,31.5,29.200001
1850,32,someone else,36,9,0,0,male,,29.4,29.4,
1851,41,someone else,27,14,,12,male,slightly liberal,37.900002,,38.400002
1852,24,someone else,36,12,,16,male,moderate,33.200001,,
1853,,someone else,69,19,14,5,male,,80.300003,78.5,
1854,,someone else,80,17,12,12,male,liberal,97.199997,37.700001,
1855,,someone else,83,14,,2,male,,78.5,,
1856,,someone else,59,12,12,12,female,,34.599998,,
1857,,someone else,74,12,12,8,male,slghtly conservative,45.900002,38.700001,
1858,40,someone else,46,15,,,male,,64.099998,,
1859,30,someone else,63,20,3,3,male,,80.300003,63.5,
1860,15,someone else,56,18,12,12,male,extremely liberal,75.199997,86.599998,38.400002
1861,60,someone else,25,16,13,,male,slightly liberal,56.5,62.200001,
1862,40,someone else,56,19,12,12,male,liberal,92.300003,31.5,38.400002
1863,45,someone else,38,20,20,16,male,,87,97.199997,
1864,30,someone else,31,16,12,20,female,,85.099998,64.099998,80.900002
1865,40,someone else,32,20,19,16,male,slightly liberal,87,92.300003,
1866,,someone else,32,20,18,12,female,,86,80.300003,
1867,38,someone else,51,18,14,19,female,,73.199997,63.5,73.199997
1868,,someone else,82,15,14,12,male,moderate,68.099998,50.700001,
1869,,someone else,76,12,12,10,female,,41.299999,50.700001,
1870,55,someone else,51,16,12,12,male,,63.5,29.299999,17.1
1871,44,someone else,62,18,,18,female,moderate,73.900002,,56.599998
1872,40,someone else,55,16,,14,male,moderate,63.5,,20.1
1873,,someone else,47,16,20,12,female,moderate,57.099998,78,38.400002
1874,10,someone else,38,20,16,16,male,,29.200001,63.5,33.799999
1875,50,self-employed,55,16,16,16,male,moderate,57.099998,63.5,78.5
1876,,self-employed,49,18,8,12,female,slightly liberal,63.200001,50.700001,
1877,,someone else,60,15,,,female,,73.199997,39.400002,25.5
1878,20,someone else,48,12,12,12,female,moderate,33.099998,,
1879,25,self-employed,53,18,12,16,female,extremely liberal,30.799999,48.799999,78.5
1880,,someone else,46,14,10,12,female,,48.900002,73.800003,
1881,,someone else,53,16,17,12,female,,64.800003,86,
1882,38,someone else,44,15,14,12,female,,63.5,63.200001,32.400002
1883,60,someone else,33,18,11,18,female,liberal,69.199997,33.599998,69.199997
1884,,,54,10,,,female,extremely liberal,,26.700001,27.5
1885,50,someone else,35,12,12,12,male,extrmly conservative,34.299999,50.5,73.199997
1886,,someone else,18,12,,,male,extremely liberal,40,,
1887,,self-employed,61,12,,12,male,,31.299999,,22.5
1888,40,someone else,55,12,12,8,female,,73.800003,62,
1889,35,someone else,30,11,,4,female,,60.599998,50.700001,
1890,,,22,16,12,12,female,,,,
1891,58,someone else,52,13,,15,male,slightly liberal,48.599998,,37.700001
1892,46,someone else,45,16,,14,male,,62.5,,57.099998
1893,40,someone else,33,18,12,12,male,,45.900002,27.5,
1894,40,someone else,35,17,17,14,male,,76.300003,86.599998,
1895,60,someone else,51,19,12,12,female,moderate,73.199997,31.5,17.1
1896,40,someone else,27,13,,14,female,,68.099998,,54.200001
1897,40,someone else,42,16,15,14,male,,83.699997,36.5,78.5
1898,60,someone else,25,15,14,12,male,,29.799999,63.200001,
1899,40,someone else,50,12,,8,male,slightly liberal,29.5,,
1900,64,someone else,29,12,12,14,female,extremely liberal,53.700001,49.599998,74.400002
1901,,someone else,35,12,,12,female,,33.099998,,36.5
1902,40,someone else,25,12,,,female,,83.699997,,
1903,40,someone else,49,14,12,12,female,,64.199997,53.900002,
1904,,self-employed,71,19,,,female,slghtly conservative,67,,
1905,24,someone else,30,18,,14,female,,33.099998,,76.300003
1906,32,someone else,39,10,7,7,male,moderate,40.200001,26.5,26.5
1907,50,someone else,38,16,16,12,female,moderate,76.300003,,
1908,,someone else,77,12,12,12,female,,36.5,50.5,
1909,,self-employed,73,10,,,female,,73.199997,29.200001,25.5
1910,,someone else,84,7,,,female,,35.200001,28.6,
1911,45,someone else,33,17,14,17,male,slightly liberal,73.300003,36.5,69.699997
1912,55,someone else,54,12,10,13,female,,53.299999,29.799999,38.900002
1913,45,someone else,31,20,20,16,female,,84,96,
1914,48,self-employed,55,17,8,8,male,conservative,83.699997,34.299999,
1915,50,someone else,53,18,18,16,male,slightly liberal,78.5,80.300003,80.300003
1916,16,,54,18,12,12,female,,60.599998,62,63.5
1917,12,self-employed,52,15,5,12,male,,83.699997,37.200001,26.4
1918,40,someone else,29,16,,12,male,slghtly conservative,76.400002,,29.299999
1919,40,someone else,34,12,9,12,female,,51.799999,,73.199997
1920,60,someone else,28,12,12,8,female,conservative,33.299999,62.099998,
1921,,someone else,59,5,,,female,,28.4,,
1922,83,someone else,,20,14,14,male,,63.200001,54.200001,37.299999
1923,17,someone else,64,14,,9,male,moderate,35.099998,,25.5
1924,16,self-employed,68,12,10,10,male,,39.400002,53.900002,
1925,,self-employed,67,12,,,female,,38,,
1926,70,self-employed,56,12,4,12,male,conservative,26.9,34.200001,
1927,,someone else,19,12,12,16,female,moderate,37.700001,38.099998,78.5
1928,,someone else,71,9,0,0,male,slightly liberal,31.5,37.299999,22.5
1929,30,self-employed,64,16,16,12,male,,92.300003,37.299999,
1930,,someone else,58,12,8,8,female,,32.400002,29.200001,29
1931,,someone else,84,8,0,8,female,extrmly conservative,74.400002,37.299999,
1932,3,someone else,29,19,6,7,female,,80.300003,31.5,22.5
1933,3,self-employed,70,7,8,4,female,,22.5,26.5,
1934,,someone else,89,0,4,0,male,conservative,24.200001,37.299999,22.5
1935,40,someone else,59,12,0,0,female,moderate,17.1,30.200001,
1936,,self-employed,85,8,0,0,female,,22.5,37.299999,
1937,40,someone else,39,15,12,14,male,moderate,50.299999,48.5,
1938,75,self-employed,50,13,12,12,male,conservative,49.599998,63.5,
1939,40,someone else,37,13,,12,female,,36.5,,32.400002
1940,60,someone else,25,16,18,18,female,,69.199997,69.199997,69.199997
1941,41,someone else,37,15,8,12,male,,34.200001,35.400002,34.400002
1942,40,someone else,30,14,11,0,female,slghtly conservative,29.299999,28.6,25.200001
1943,45,self-employed,32,12,,8,female,moderate,19.4,,
1944,40,someone else,41,13,,,male,,39.400002,,
1945,45,someone else,34,14,12,12,female,,63.5,,
1946,,someone else,47,14,13,12,female,moderate,38,62.5,50.700001
1947,65,someone else,28,16,16,14,male,,78.5,63.5,37.700001
1948,47,someone else,50,12,12,12,female,,38.400002,45.299999,38.400002
1949,55,self-employed,59,12,,8,female,slghtly conservative,50.700001,63.5,
1950,,someone else,30,16,14,13,female,,68.099998,64.199997,
1951,20,self-employed,46,19,15,15,male,,92.300003,93.099998,93.099998
1952,,someone else,40,12,,12,female,,61.900002,,21.200001
1953,40,self-employed,56,14,12,12,male,conservative,38.700001,31.5,38.400002
1954,,someone else,68,10,10,12,female,,38,37.400002,25.5
1955,,someone else,58,12,10,12,female,moderate,38.400002,63.5,25.5
1956,,someone else,45,14,8,8,female,,40.200001,50.700001,38.400002
1957,65,self-employed,41,17,14,14,male,,63.5,48.5,36.5
1958,48,someone else,30,14,16,12,male,moderate,27.700001,76.400002,33.599998
1959,40,someone else,41,18,16,13,male,slghtly conservative,71.599998,38.200001,
1960,,someone else,60,15,8,8,female,conservative,37.700001,37.299999,
1961,,someone else,57,12,16,,male,,31.5,31.5,32.400002
1962,5,someone else,20,14,12,14,male,extremely liberal,84.199997,34.299999,63.5
1963,46,someone else,47,18,,,female,slightly liberal,73.199997,,
1964,40,someone else,47,12,12,16,female,,96,60.599998,78.5
1965,,self-employed,41,15,18,18,female,,33.099998,65.800003,80.300003
1966,29,someone else,23,11,,12,female,,26.4,,48.599998
1967,60,someone else,42,14,13,12,female,moderate,73.199997,25.200001,25.200001
1968,47,someone else,24,16,13,14,female,,82.699997,49.599998,45.400002
1969,60,self-employed,30,12,,12,female,,33.099998,,30.5
1970,,someone else,29,10,,10,male,,28.4,60.599998,
1971,60,self-employed,36,16,,16,male,slghtly conservative,76.300003,,84
1972,,someone else,87,15,,8,female,slghtly conservative,43.700001,36.400002,27.5
1973,50,someone else,31,12,10,12,male,,49.599998,48.5,
1974,52,someone else,52,12,12,12,male,moderate,45.900002,61.900002,32
1975,38,self-employed,77,16,13,12,male,conservative,37,36.400002,
1976,,someone else,33,17,16,17,female,,78.5,58.799999,56.599998
1977,46,someone else,35,12,8,12,male,,38.200001,37.799999,25.200001
1978,50,someone else,36,18,14,12,female,,85.099998,,38
1979,,someone else,83,12,6,,female,moderate,52.299999,36.5,
1980,45,someone else,46,14,,12,male,slghtly conservative,86,64.199997,38.400002
1981,,someone else,63,12,,12,female,,69.199997,,26.700001
1982,,someone else,83,8,12,12,male,,32,86.800003,17.6
1983,40,someone else,55,12,12,12,female,moderate,38.400002,45.900002,62.099998
1984,48,someone else,49,14,12,12,male,conservative,63.5,63.200001,22.700001
1985,,someone else,77,10,,,male,,48.5,27.700001,27.700001
1986,25,self-employed,71,13,15,15,female,,50.700001,63.5,
1987,50,someone else,56,20,12,12,male,liberal,87,87.900002,
1988,,self-employed,76,12,,,female,slightly liberal,74.400002,63.5,
1989,,someone else,57,17,,,male,,38.900002,,
1990,45,someone else,46,13,14,12,female,slightly liberal,37.700001,63.5,37.700001
1991,,someone else,64,11,,12,male,slightly liberal,31.5,,
1992,50,self-employed,65,12,,12,male,,31.5,29.4,48.5
1993,28,someone else,26,12,8,10,female,,37.599998,31.5,25.799999
1994,12,someone else,23,12,12,12,female,liberal,37.700001,74.400002,37.700001
1995,16,self-employed,40,17,8,12,female,,57.099998,37.299999,
1996,32,someone else,45,13,6,6,female,,32.400002,63.200001,64.199997
1997,12,someone else,59,14,20,16,male,,38.900002,73.900002,50.5
1998,,someone else,81,12,1,2,male,moderate,38.099998,34.200001,
1999,,someone else,76,12,,,female,slghtly conservative,38.400002,28.6,34.799999
2000,61,someone else,35,12,12,9,male,liberal,29.200001,31.4,32
2001,,someone else,64,6,,,male,,29.200001,,22.5
2002,,someone else,19,12,,12,female,,29,,33.099998
2003,,someone else,69,11,,,male,moderate,29,26.5,22.5
2004,,someone else,31,12,12,12,female,,22.700001,29.4,27.5
2005,,someone else,53,10,,,female,liberal,37.700001,,
2006,,someone else,76,12,9,9,female,,78.5,36.5,62.200001
2007,,someone else,57,13,8,10,male,,36.5,38,26.700001
2008,,someone else,57,12,8,8,female,moderate,50.700001,27.700001,17.1
2009,40,someone else,58,12,8,8,male,conservative,47,34.200001,22.5
2010,40,someone else,36,15,3,,female,slghtly conservative,73.199997,32.299999,
2011,38,self-employed,63,14,12,12,male,,64.199997,55.299999,38.900002
2012,60,someone else,35,16,16,12,male,,78.5,78.5,
2013,40,someone else,54,6,,12,male,moderate,74.400002,19.4,20.1
2014,40,someone else,56,12,6,3,female,extrmly conservative,45.299999,31.299999,
2015,16,someone else,51,13,14,13,female,moderate,36.900002,29.299999,27.5
2016,,someone else,30,19,20,14,female,,64.800003,92.300003,63.5
2017,,someone else,46,14,,,female,,73.199997,,
2018,40,someone else,40,10,,9,female,moderate,37.400002,28.6,
2019,28,someone else,28,13,,10,female,,22.9,,38.400002
2020,,someone else,74,3,0,0,female,conservative,38.900002,20.1,
2021,,someone else,77,12,6,,female,moderate,76.300003,30.6,
2022,2,someone else,72,18,20,16,female,moderate,72.5,83.199997,78.5
2023,,someone else,68,7,12,6,male,,48.5,27.700001,
2024,,someone else,70,8,9,7,male,,17.6,37.299999,
2025,39,someone else,33,12,6,7,male,moderate,36.5,31.5,17.6
2026,42,someone else,39,11,8,12,male,extrmly conservative,29.4,34.200001,33.099998
2027,40,someone else,54,12,9,9,female,moderate,22.700001,27.700001,25.299999
2028,36,someone else,39,16,12,12,female,liberal,27.5,27.700001,50.5
2029,40,someone else,41,16,12,12,male,,83.699997,44.700001,
2030,,someone else,68,16,,8,male,,69.699997,,
2031,37,self-employed,70,12,7,12,male,,49.599998,50.700001,
2032,52,someone else,60,14,,12,male,slghtly conservative,37.299999,,32
2033,30,someone else,20,8,,6,male,moderate,27.5,,
2034,32,someone else,27,12,14,12,male,slghtly conservative,36.5,29.4,29.299999
2035,,someone else,44,12,20,15,female,,36.5,73.900002,73.199997
2036,,someone else,70,12,8,12,male,,38.099998,37.299999,78.5
2037,,someone else,28,17,,,female,,33.599998,,
2038,40,someone else,36,13,12,12,female,moderate,33.099998,43.400002,38.400002
2039,50,someone else,54,11,8,8,female,,48.5,36.5,17.1
2040,,someone else,70,18,10,14,male,,69.199997,37.299999,22.6
2041,20,self-employed,74,12,8,8,male,slghtly conservative,37.299999,37.299999,
2042,,self-employed,83,12,9,12,male,slghtly conservative,37.299999,37.299999,
2043,40,someone else,42,14,13,12,female,,59.900002,27.700001,50.700001
2044,45,someone else,40,12,6,12,male,,37.200001,42.200001,
2045,40,someone else,35,12,12,12,female,,41.599998,37.299999,
2046,30,someone else,42,17,12,12,female,moderate,56.599998,38.099998,38.900002
2047,35,self-employed,38,12,9,12,female,moderate,22.5,31.5,
2048,45,someone else,40,15,12,12,female,,85.099998,48.5,
2049,70,someone else,41,14,12,8,male,,52.400002,37.299999,
2050,45,someone else,27,16,14,13,male,,86.5,46.799999,68.099998
2051,,someone else,60,13,,10,male,slghtly conservative,63.200001,,27.5
2052,35,someone else,55,12,12,12,female,slightly liberal,38.900002,27.700001,32.400002
2053,53,someone else,23,12,13,11,male,moderate,28.4,,22.6
2054,40,self-employed,57,12,8,12,female,,50.700001,33.099998,48.5
2055,,someone else,48,12,8,10,male,,25.200001,37.299999,
2056,,self-employed,67,11,8,8,female,,26.4,30.1,
2057,40,someone else,25,13,8,8,female,slightly liberal,40.400002,31.200001,
2058,,someone else,42,14,12,12,female,,38,32.700001,42.5
2059,55,self-employed,33,15,12,12,male,,34.200001,32.299999,27.700001
2060,40,someone else,48,18,12,12,female,,78.5,37.299999,33.099998
2061,40,someone else,46,18,12,13,female,slghtly conservative,80.300003,33.099998,37.700001
2062,,someone else,84,12,7,,male,conservative,49.599998,42.200001,25.200001
2063,40,someone else,58,17,20,16,female,,56.599998,97.199997,
2064,18,self-employed,64,16,8,8,female,,74.400002,37.299999,
2065,40,someone else,46,15,8,14,female,,38.400002,48.5,38.400002
2066,36,someone else,41,16,16,13,male,slghtly conservative,86,36.5,
2067,35,someone else,45,12,12,10,female,moderate,52.299999,28.4,32.400002
2068,45,someone else,31,12,13,12,male,,39,36.5,
2069,,,61,8,9,7,female,slghtly conservative,,38.5,21.200001
2070,,self-employed,47,10,6,12,female,moderate,64.099998,36.5,26.700001
2071,,someone else,25,13,12,12,female,,48.900002,,74.099998
2072,,,22,13,11,8,female,moderate,,30,
2073,32,someone else,64,10,,11,female,moderate,38.900002,,37.700001
2074,20,someone else,22,14,12,17,female,extrmly conservative,36.5,26.700001,38.400002
2075,40,someone else,33,17,12,12,male,moderate,63.5,50.700001,
2076,30,someone else,22,16,13,12,male,,84.699997,63.5,50.700001
2077,,,22,14,12,10,male,slightly liberal,,38.5,
2078,30,self-employed,24,13,13,13,female,,34.400002,34.200001,53.299999
2079,,self-employed,74,12,8,8,female,moderate,25.5,31.5,
2080,35,someone else,40,20,16,12,female,conservative,78.5,,
2081,40,someone else,46,16,12,12,male,conservative,85.099998,38.400002,
2082,40,someone else,43,20,16,12,female,,87,85.099998,
2083,,someone else,30,20,12,12,female,,73.199997,63.5,38
2084,44,someone else,24,16,16,14,male,moderate,50.700001,80,29.299999
2085,,someone else,70,11,,,female,moderate,48.5,,
2086,40,someone else,30,12,,16,female,,38.400002,,69.199997
2087,8,someone else,23,14,16,20,male,,83.699997,44.700001,81.900002
2088,44,someone else,56,12,8,12,female,,85.099998,29.4,26.4
2089,40,someone else,29,12,13,12,male,slghtly conservative,62,37.299999,38.400002
2090,40,someone else,23,14,13,16,male,moderate,63.200001,59,59
2091,20,someone else,23,16,16,14,male,,35.099998,63.5,73.199997
2092,40,someone else,29,16,12,12,male,,30.799999,49.900002,30.700001
2093,15,someone else,53,13,12,12,male,,33.200001,35.400002,
2094,40,someone else,50,12,12,16,male,moderate,34.200001,22.9,78.5
2095,50,someone else,54,20,12,6,female,,66.099998,37.299999,
2096,65,someone else,37,18,12,16,male,,59.299999,27.700001,33.099998
2097,12,someone else,23,15,14,18,male,moderate,49.599998,30.1,69.199997
2098,43,someone else,46,9,4,,male,,34.299999,37.299999,
2099,,someone else,60,14,,8,male,slghtly conservative,36.700001,,
2100,,someone else,68,14,3,12,female,,36.5,28.6,27.5
2101,49,someone else,35,12,4,6,female,,29.299999,37.299999,
2102,70,someone else,37,9,9,4,male,,63.5,24.200001,
2103,40,someone else,23,12,5,12,male,,63.5,86,
2104,,someone else,65,4,,8,male,conservative,26.5,37.299999,32.400002
2105,48,someone else,30,12,12,12,male,moderate,29.4,73.900002,
2106,32,someone else,28,14,,16,male,,31.700001,,17.1
2107,,someone else,82,8,3,3,female,,17.1,37.299999,
2108,30,self-employed,55,10,4,8,male,conservative,26.9,37.299999,
2109,50,someone else,63,8,8,8,male,conservative,26.5,26.5,
2110,40,someone else,41,13,8,9,male,moderate,37.200001,36.5,17.1
2111,40,someone else,47,12,5,6,female,slghtly conservative,29.299999,26.9,
2112,40,someone else,46,12,12,11,male,,33.099998,63.200001,27.700001
2113,20,someone else,69,8,8,8,male,,33.599998,37.299999,
2114,45,someone else,56,18,18,16,female,,63.5,68.800003,78.5
2115,,someone else,29,10,,11,female,,33.099998,28.6,27.5
2116,40,someone else,33,8,6,12,female,moderate,29.299999,28.6,
2117,,,51,10,4,,male,,,37.299999,
2118,40,someone else,56,14,2,4,male,,37.799999,39.400002,37.299999
2119,,someone else,62,16,0,7,male,,69.199997,26.5,63.5
2120,,someone else,39,11,10,,male,conservative,36.5,31.299999,
2121,,someone else,89,4,0,0,male,extremely liberal,26.9,37.299999,
2122,,someone else,43,12,6,8,male,moderate,34.200001,34.200001,
2123,42,someone else,28,11,9,8,male,conservative,32.299999,31.5,
2124,40,someone else,22,11,11,10,male,,34.200001,34.200001,73.199997
2125,84,someone else,45,8,,10,male,,35.099998,,35.200001
2126,,,75,0,0,0,female,slghtly conservative,,45,
2127,,someone else,33,11,3,4,female,slghtly conservative,28.4,26.5,
2128,40,self-employed,57,12,3,0,female,moderate,25.5,26.5,
2129,,someone else,60,16,10,16,male,,69.699997,36.099998,38.400002
2130,,,28,12,9,8,female,conservative,,27.5,
2131,,someone else,41,12,8,8,male,,38.5,37.299999,29.299999
2132,,someone else,65,7,0,0,male,,27.5,26.5,
2133,40,someone else,39,12,16,12,female,conservative,,86.599998,76.400002
2134,,someone else,56,14,12,9,female,conservative,35.400002,44.700001,
2135,80,someone else,38,11,6,5,male,,31.5,37.299999,
2136,,someone else,64,12,5,12,male,extremely liberal,32.700001,28.6,62.5
2137,,someone else,60,12,5,0,female,moderate,38.400002,36.400002,
2138,42,someone else,46,12,12,12,female,moderate,83.699997,26.6,
2139,52,someone else,52,13,8,12,male,moderate,45.900002,38.400002,
2140,70,someone else,41,19,16,13,male,,63.5,78,38.400002
2141,,someone else,64,13,10,8,female,,68.099998,29.200001,
2142,,someone else,33,16,8,12,female,slightly liberal,63.200001,32.299999,53.200001
2143,40,someone else,27,12,14,,female,moderate,26.6,42.200001,
2144,37,someone else,28,15,12,12,female,,63.5,36.5,38.400002
2145,50,someone else,36,16,17,12,male,,49.599998,78.5,37.700001
2146,55,someone else,46,14,12,12,male,slightly liberal,35.099998,31.5,37.700001
2147,45,someone else,54,12,10,12,male,,30.1,26.9,37.5
2148,,,71,12,,,female,,,29.200001,29.200001
2149,50,self-employed,45,12,6,12,female,,41.599998,32.299999,35.099998
2150,,someone else,50,12,,,male,moderate,39,,
2151,50,someone else,51,14,8,2,female,conservative,54.200001,63.200001,54.200001
2152,60,someone else,53,12,9,12,male,conservative,64.099998,30.1,38.900002
2153,40,someone else,34,12,,12,female,,22.700001,,
2154,40,someone else,43,14,12,12,male,,34.200001,29.799999,38.400002
2155,,someone else,47,12,8,14,female,slghtly conservative,32.400002,38.200001,38.400002
2156,65,someone else,33,2,2,2,male,moderate,37.599998,33.099998,21.200001
2157,,someone else,37,12,12,12,female,,26.4,26.6,33.599998
2158,40,someone else,53,14,,12,female,moderate,29.299999,,63.5
2159,48,someone else,44,12,5,9,female,slightly liberal,29.299999,26.5,29.200001
2160,18,someone else,19,12,12,12,male,moderate,34.299999,31.4,38.400002
2161,,someone else,26,8,12,12,male,,39.400002,29.200001,26.700001
2162,,someone else,87,12,8,8,female,extrmly conservative,38.900002,22.700001,
2163,,someone else,85,8,,8,male,moderate,37.299999,37.299999,
2164,40,self-employed,49,12,12,12,male,,63.5,27.700001,67
2165,40,someone else,48,13,12,12,female,,27.5,52.400002,38.400002
2166,37,someone else,43,13,8,12,female,moderate,35.400002,37.299999,74.400002
2167,35,someone else,47,13,10,17,female,slightly liberal,29.299999,63.5,75.199997
2168,50,someone else,31,14,12,,female,moderate,64.400002,46.700001,
2169,,someone else,80,12,,,female,,74.400002,36.200001,30.700001
2170,40,someone else,35,13,12,8,male,,27.200001,38.200001,
2171,55,someone else,52,12,12,13,male,liberal,48.5,69.699997,50.700001
