year,id,wrkstat,hrs1,marital,sex,pres00,pres04,polviews,happy,health,abany,premarsx,pornlaw
2006,200,WORKING FULLTIME,35,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,201,WORKING PARTTIME,10,MARRIED,FEMALE,,,EXTREMELY LIBERAL,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,202,WORKING FULLTIME,42,DIVORCED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,203,RETIRED,,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,NOT TOO HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,204,WORKING PARTTIME,6,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,205,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,206,WORKING FULLTIME,20,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,207,WORKING FULLTIME,60,MARRIED,FEMALE,,,,,GOOD,,,
2006,208,WORKING FULLTIME,40,WIDOWED,FEMALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,209,WORKING FULLTIME,50,MARRIED,FEMALE,,,LIBERAL,VERY HAPPY,EXCELLENT,YES,ALWAYS WRONG,
2006,210,TEMP NOT WORKING,,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,YES,ALWAYS WRONG,
2006,211,WORKING PARTTIME,14,SEPARATED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,212,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,213,WORKING FULLTIME,70,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,214,WORKING PARTTIME,10,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,,,ILLEGAL UNDER 18
2006,215,OTHER,,WIDOWED,FEMALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,216,OTHER,,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,217,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,POOR,,,
2006,218,WORKING FULLTIME,40,DIVORCED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,219,RETIRED,,DIVORCED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,220,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,221,WORKING FULLTIME,50,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,222,RETIRED,,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,223,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,224,WORKING FULLTIME,50,NEVER MARRIED,MALE,,,MODERATE,NOT TOO HAPPY,GOOD,NO,,
2006,225,WORKING FULLTIME,50,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,226,WORKING FULLTIME,46,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,227,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,228,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,229,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,230,"UNEMPL, LAID OFF",,SEPARATED,FEMALE,,,CONSERVATIVE,NOT TOO HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,231,,,MARRIED,FEMALE,,,LIBERAL,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,232,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,233,WORKING PARTTIME,24,DIVORCED,MALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,234,WORKING FULLTIME,40,NEVER MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,235,WORKING FULLTIME,60,DIVORCED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,236,WORKING FULLTIME,8,MARRIED,MALE,BUSH,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,237,RETIRED,,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,238,WORKING PARTTIME,20,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,239,WORKING FULLTIME,45,MARRIED,MALE,GORE,,MODERATE,PRETTY HAPPY,FAIR,NO,NOT WRONG AT ALL,
2006,240,KEEPING HOUSE,,MARRIED,FEMALE,,,,VERY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,241,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,242,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,243,WORKING PARTTIME,36,NEVER MARRIED,MALE,,,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,244,WORKING FULLTIME,70,WIDOWED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,245,WORKING FULLTIME,50,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,246,RETIRED,,WIDOWED,FEMALE,,,CONSERVATIVE,,FAIR,,,
2006,247,RETIRED,,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,248,KEEPING HOUSE,,WIDOWED,FEMALE,BUSH,BUSH,CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,,
2006,249,RETIRED,,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,,NOT WRONG AT ALL,
2006,250,RETIRED,,WIDOWED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,251,WORKING PARTTIME,24,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,252,WORKING FULLTIME,60,DIVORCED,FEMALE,GORE,DIDNT VOTE,MODERATE,NOT TOO HAPPY,EXCELLENT,YES,,ILLEGAL TO ALL
2006,253,RETIRED,,MARRIED,MALE,BUSH,DIDNT VOTE,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,254,WORKING FULLTIME,40,DIVORCED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,NOT WRONG AT ALL,
2006,255,WORKING FULLTIME,60,MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,256,RETIRED,,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,257,WORKING FULLTIME,80,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,258,WORKING PARTTIME,30,MARRIED,FEMALE,OTHER (SPECIFY),BUSH,SLIGHTLY LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,259,KEEPING HOUSE,,DIVORCED,FEMALE,,,LIBERAL,,POOR,,,
2006,260,WORKING PARTTIME,6,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,261,WORKING FULLTIME,40,DIVORCED,MALE,BUSH,BUSH,MODERATE,VERY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,262,WORKING FULLTIME,50,NEVER MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,,FAIR,,,
2006,263,WORKING FULLTIME,82,MARRIED,FEMALE,BUSH,BUSH,SLIGHTLY LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,LEGAL
2006,264,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,265,WORKING FULLTIME,32,DIVORCED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,266,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,267,RETIRED,,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,268,WORKING PARTTIME,12,MARRIED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,269,WORKING FULLTIME,50,MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,270,WORKING PARTTIME,12,NEVER MARRIED,MALE,BUSH,,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,271,SCHOOL,,MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,,POOR,,,
2006,272,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,273,KEEPING HOUSE,,DIVORCED,FEMALE,,,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,274,WORKING FULLTIME,57,DIVORCED,MALE,,KERRY,CONSERVATIVE,,FAIR,,,
2006,275,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,276,RETIRED,,SEPARATED,FEMALE,,,EXTREMELY LIBERAL,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,277,RETIRED,,DIVORCED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,278,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,NOT TOO HAPPY,FAIR,NO,ALMST ALWAYS WRG,
2006,279,WORKING FULLTIME,42,NEVER MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,280,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,SOMETIMES WRONG,
2006,281,RETIRED,,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,282,OTHER,,SEPARATED,FEMALE,,KERRY,MODERATE,,POOR,,,
2006,283,SCHOOL,,NEVER MARRIED,MALE,,,LIBERAL,NOT TOO HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,284,WORKING FULLTIME,72,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,285,WORKING FULLTIME,40,MARRIED,MALE,,,,,EXCELLENT,,,
2006,286,WORKING FULLTIME,30,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,287,WORKING FULLTIME,50,MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,288,WORKING FULLTIME,44,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,289,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,MODERATE,,GOOD,,,
2006,290,SCHOOL,,NEVER MARRIED,FEMALE,,,CONSERVATIVE,,GOOD,,,
2006,291,WORKING FULLTIME,80,DIVORCED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,LEGAL
2006,292,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,293,WORKING FULLTIME,40,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,294,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,295,WORKING PARTTIME,12,NEVER MARRIED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,296,WORKING FULLTIME,40,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,297,SCHOOL,,NEVER MARRIED,FEMALE,,,LIBERAL,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,298,OTHER,,NEVER MARRIED,FEMALE,,,EXTRMLY CONSERVATIVE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,299,WORKING FULLTIME,50,DIVORCED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,300,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,,NOT WRONG AT ALL,
2006,301,WORKING FULLTIME,75,MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,302,WORKING FULLTIME,60,MARRIED,MALE,,,SLIGHTLY LIBERAL,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,303,TEMP NOT WORKING,,MARRIED,FEMALE,BUSH,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,304,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,305,RETIRED,,NEVER MARRIED,MALE,,KERRY,CONSERVATIVE,,GOOD,,,
2006,306,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,307,WORKING FULLTIME,40,MARRIED,FEMALE,,,CONSERVATIVE,VERY HAPPY,EXCELLENT,YES,ALMST ALWAYS WRG,
2006,308,RETIRED,,DIVORCED,MALE,GORE,,EXTREMELY LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,LEGAL
2006,309,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,310,WORKING FULLTIME,60,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,311,RETIRED,,DIVORCED,MALE,,DIDNT VOTE,MODERATE,,GOOD,,,
2006,312,"UNEMPL, LAID OFF",,DIVORCED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,313,WORKING FULLTIME,60,MARRIED,MALE,,NADER,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,314,KEEPING HOUSE,,MARRIED,FEMALE,,,CONSERVATIVE,VERY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,315,WORKING FULLTIME,40,SEPARATED,MALE,,,CONSERVATIVE,,GOOD,,,
2006,316,WORKING PARTTIME,36,NEVER MARRIED,FEMALE,,BUSH,EXTREMELY LIBERAL,,EXCELLENT,,,
2006,317,WORKING FULLTIME,70,NEVER MARRIED,MALE,,KERRY,LIBERAL,,GOOD,,,
2006,318,WORKING PARTTIME,23,NEVER MARRIED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,319,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,320,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,321,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,322,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,LIBERAL,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,323,WORKING FULLTIME,20,DIVORCED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,324,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,325,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,326,RETIRED,,WIDOWED,FEMALE,,DIDNT VOTE,,NOT TOO HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,327,WORKING FULLTIME,42,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,328,WORKING FULLTIME,4,NEVER MARRIED,MALE,OTHER (SPECIFY),NADER,EXTREMELY LIBERAL,PRETTY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,329,OTHER,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,330,WORKING FULLTIME,60,MARRIED,FEMALE,GORE,KERRY,LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,331,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,332,SCHOOL,,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,ALMST ALWAYS WRG,
2006,333,RETIRED,,MARRIED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,334,KEEPING HOUSE,,NEVER MARRIED,MALE,,KERRY,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,335,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,DIDNT VOTE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,YES,NOT WRONG AT ALL,
2006,336,RETIRED,,DIVORCED,FEMALE,DIDNT VOTE,DIDNT VOTE,MODERATE,PRETTY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,337,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,338,WORKING PARTTIME,35,NEVER MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,YES,NOT WRONG AT ALL,
2006,339,WORKING FULLTIME,45,NEVER MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,340,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,341,WORKING FULLTIME,48,NEVER MARRIED,MALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,
2006,342,RETIRED,,DIVORCED,MALE,,,MODERATE,NOT TOO HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,343,RETIRED,,DIVORCED,MALE,,,,VERY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,344,WORKING FULLTIME,40,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,,NOT WRONG AT ALL,
2006,345,WORKING FULLTIME,36,NEVER MARRIED,FEMALE,,,LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,346,WORKING FULLTIME,45,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,347,OTHER,,NEVER MARRIED,FEMALE,,,LIBERAL,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,348,WORKING FULLTIME,44,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,349,SCHOOL,,NEVER MARRIED,MALE,,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,350,WORKING FULLTIME,60,SEPARATED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,351,WORKING FULLTIME,41,DIVORCED,MALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,YES,ALWAYS WRONG,
2006,352,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,353,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,,FAIR,,,
2006,354,WORKING FULLTIME,50,NEVER MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,355,WORKING FULLTIME,40,DIVORCED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,356,WORKING FULLTIME,50,NEVER MARRIED,MALE,,KERRY,LIBERAL,,GOOD,,,
2006,357,WORKING FULLTIME,55,NEVER MARRIED,MALE,,BUSH,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,358,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,359,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,360,WORKING FULLTIME,30,DIVORCED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,361,WORKING FULLTIME,40,NEVER MARRIED,MALE,,BUSH,LIBERAL,,EXCELLENT,,,
2006,362,WORKING PARTTIME,32,MARRIED,FEMALE,,,EXTREMELY LIBERAL,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,363,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,364,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,365,WORKING FULLTIME,51,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,366,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,367,WORKING PARTTIME,30,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,368,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,369,WORKING PARTTIME,38,MARRIED,FEMALE,,KERRY,LIBERAL,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,370,RETIRED,,MARRIED,MALE,,,LIBERAL,,FAIR,,,
2006,371,RETIRED,,MARRIED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,372,WORKING FULLTIME,40,DIVORCED,FEMALE,BUSH,KERRY,CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,373,WORKING FULLTIME,48,NEVER MARRIED,MALE,,KERRY,MODERATE,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,374,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,LIBERAL,,EXCELLENT,,,
2006,375,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,376,WORKING FULLTIME,37,WIDOWED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,377,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,CONSERVATIVE,VERY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,378,KEEPING HOUSE,,MARRIED,MALE,,,CONSERVATIVE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,379,WORKING PARTTIME,40,MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,380,WORKING FULLTIME,40,NEVER MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,381,WORKING FULLTIME,45,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,YES,SOMETIMES WRONG,
2006,382,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,383,WORKING FULLTIME,70,MARRIED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,384,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,,,PRETTY HAPPY,FAIR,YES,,
2006,385,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,386,"UNEMPL, LAID OFF",,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,387,WORKING FULLTIME,40,MARRIED,MALE,,,CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,388,WORKING FULLTIME,40,MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,389,KEEPING HOUSE,,MARRIED,FEMALE,,,CONSERVATIVE,,GOOD,,,
2006,390,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,391,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,VERY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,392,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,393,WORKING FULLTIME,42,DIVORCED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,394,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
